t,d_r0_r1,d_r1_r2,d_r2_r3,d_r3_r4
91.1,0.571,0.989,1.064,1.089
91.2,0.535,0.952,1.052,1.086
91.3,0.502,0.914,1.037,1.082
91.4,0.471,0.877,1.021,1.077
91.5,0.526,0.847,1.003,1.071
91.6,0.577,0.824,0.985,1.063
91.7,0.622,0.806,0.965,1.055
91.8,0.662,0.792,0.947,1.046
91.9,0.696,0.782,0.928,1.036
92.0,0.725,0.776,0.91,1.025
92.1,0.749,0.771,0.893,1.014
92.2,0.766,0.772,0.877,1.003
92.3,0.777,0.776,0.862,0.991
92.4,0.785,0.781,0.849,0.979
92.5,0.793,0.788,0.837,0.967
92.6,0.802,0.795,0.826,0.955
92.7,0.816,0.802,0.817,0.944
92.8,0.833,0.81,0.81,0.933
92.9,0.853,0.82,0.803,0.922
93.0,0.876,0.83,0.797,0.911
93.1,0.902,0.841,0.793,0.901
93.2,0.932,0.853,0.789,0.892
93.3,0.964,0.867,0.787,0.883
93.4,1.0,0.883,0.786,0.875
93.5,1.038,0.899,0.786,0.868
93.6,1.078,0.918,0.787,0.861
93.7,1.121,0.938,0.79,0.855
93.8,1.164,0.957,0.794,0.85
93.9,1.208,0.973,0.799,0.845
94.0,1.252,0.987,0.805,0.842
94.1,1.297,1.0,0.812,0.839
94.2,1.34,1.01,0.819,0.837
94.3,1.379,1.018,0.827,0.836
94.4,1.413,1.023,0.834,0.836
94.5,1.441,1.025,0.842,0.836
94.6,1.465,1.026,0.849,0.837
94.7,1.482,1.025,0.854,0.838
94.8,1.495,1.021,0.858,0.839
94.9,1.506,1.018,0.859,0.841
95.0,1.515,1.016,0.859,0.842
95.1,1.522,1.015,0.858,0.843
95.2,1.528,1.014,0.856,0.844
95.3,1.531,1.014,0.855,0.844
95.4,1.534,1.014,0.855,0.845
95.5,1.535,1.015,0.857,0.845
95.6,1.536,1.016,0.862,0.846
95.7,1.535,1.017,0.87,0.847
95.8,1.533,1.019,0.878,0.847
95.9,1.531,1.022,0.886,0.848
96.0,1.529,1.023,0.895,0.848
96.1,1.527,1.026,0.904,0.848
96.2,1.525,1.031,0.913,0.847
96.3,1.524,1.038,0.921,0.847
96.4,1.524,1.045,0.929,0.847
96.5,1.523,1.052,0.936,0.849
96.6,1.521,1.057,0.942,0.853
96.7,1.52,1.061,0.946,0.86
96.8,1.518,1.064,0.95,0.867
96.9,1.516,1.067,0.953,0.873
97.0,1.515,1.069,0.956,0.878
97.1,1.505,1.07,0.958,0.885
97.2,1.487,1.072,0.96,0.892
97.3,1.46,1.075,0.963,0.899
97.4,1.426,1.08,0.965,0.906
97.5,1.386,1.086,0.967,0.912
97.6,1.339,1.093,0.97,0.918
97.7,1.288,1.1,0.973,0.923
97.8,1.231,1.108,0.976,0.927
97.9,1.17,1.115,0.979,0.931
98.0,1.106,1.122,0.983,0.935
98.1,1.043,1.124,0.987,0.939
98.2,0.983,1.122,0.991,0.942
98.3,0.925,1.114,0.995,0.946
98.4,0.871,1.103,0.997,0.95
98.5,0.819,1.09,0.999,0.953
98.6,0.771,1.072,0.999,0.956
98.7,0.725,1.051,0.998,0.958
98.8,0.683,1.028,0.995,0.961
98.9,0.645,1.003,0.991,0.962
99.0,0.61,0.976,0.984,0.963
99.1,0.964,1.936,0.949,0.575
99.2,0.951,1.916,0.92,0.627
99.3,0.936,1.892,0.9,0.676
99.4,0.919,1.866,0.886,0.721
99.5,0.899,1.837,0.878,0.761
99.6,0.877,1.808,0.875,0.797
99.7,0.853,1.778,0.875,0.828
99.8,0.829,1.77,0.863,0.856
99.9,0.806,1.761,0.856,0.88
100.0,0.782,1.751,0.854,0.9
100.1,0.758,1.74,0.855,0.918
100.2,0.74,1.728,0.861,0.932
100.3,0.721,1.713,0.869,0.943
100.4,0.698,1.695,0.88,0.952
100.5,0.671,1.674,0.893,0.959
100.6,0.641,1.649,0.908,0.963
100.7,0.605,1.618,0.924,0.966
100.8,0.564,1.583,0.942,0.966
100.9,0.518,1.541,0.958,0.963
101.0,0.465,1.494,0.973,0.957
101.1,0.42,1.44,0.987,0.948
101.2,0.385,1.38,1.0,0.938
101.3,0.365,1.314,1.011,0.927
101.4,0.362,1.242,1.021,0.914
101.5,0.377,1.164,1.029,0.901
101.6,0.407,1.085,1.034,0.885
101.7,0.446,1.009,1.032,0.866
101.8,0.489,0.937,1.024,0.846
101.9,0.533,0.882,1.002,0.823
102.0,0.576,0.839,0.978,0.799
102.1,0.618,0.808,0.953,0.773
102.2,0.659,0.791,0.927,0.761
102.3,0.698,0.789,0.9,0.75
102.4,0.737,0.801,0.873,0.739
102.5,0.774,0.826,0.846,0.729
102.6,0.811,0.863,0.819,0.72
102.7,0.846,0.91,0.793,0.711
102.8,0.878,0.961,0.769,0.702
102.9,0.904,1.016,0.748,0.694
103.0,0.926,1.073,0.727,0.682
103.1,0.944,1.131,0.706,0.666
103.2,0.958,1.19,0.687,0.647
103.3,0.97,1.249,0.669,0.628
103.4,0.979,1.307,0.651,0.608
103.5,0.988,1.364,0.636,0.59
103.6,0.995,1.421,0.622,0.573
103.7,1.003,1.478,0.611,0.557
103.8,1.01,1.533,0.603,0.543
103.9,1.017,1.585,0.598,0.531
104.0,1.024,1.636,0.595,0.52
104.1,1.031,1.685,0.596,0.51
104.2,1.037,1.731,0.6,0.502
104.3,1.041,1.775,0.606,0.496
104.4,1.045,1.815,0.613,0.492
104.5,1.048,1.853,0.622,0.489
104.6,1.052,1.887,0.631,0.488
104.7,1.055,1.918,0.64,0.489
104.8,1.058,1.947,0.649,0.492
104.9,1.063,1.974,0.659,0.496
105.0,1.068,1.999,0.669,0.501
105.1,1.072,2.021,0.679,0.507
105.2,1.076,2.042,0.689,0.514
105.3,1.078,2.061,0.7,0.521
105.4,1.08,2.079,0.712,0.53
105.5,1.082,2.095,0.726,0.54
105.6,1.083,2.111,0.74,0.551
105.7,1.085,2.125,0.756,0.563
105.8,1.086,2.138,0.772,0.576
105.9,1.088,2.151,0.788,0.59
106.0,1.09,2.162,0.805,0.605
106.1,1.091,2.173,0.823,0.62
106.2,1.094,2.183,0.84,0.635
106.3,1.096,2.192,0.858,0.651
106.4,1.099,2.2,0.875,0.668
106.5,1.101,2.206,0.89,0.684
106.6,1.102,2.211,0.905,0.701
106.7,1.102,2.215,0.916,0.718
106.8,1.101,2.219,0.925,0.735
106.9,1.101,2.223,0.933,0.751
107.0,1.101,2.226,0.941,0.766
107.1,1.101,2.23,0.949,0.781
107.2,1.1,2.234,0.958,0.796
107.3,1.1,2.238,0.966,0.809
107.4,1.1,2.242,0.976,0.823
107.5,1.1,2.245,0.985,0.836
107.6,1.101,2.248,0.995,0.848
107.7,1.102,2.252,1.004,0.861
107.8,1.103,2.255,1.015,0.873
107.9,1.103,2.257,1.026,0.885
108.0,1.103,2.259,1.035,0.897
108.1,1.103,2.259,1.044,0.909
108.2,1.103,2.26,1.051,0.92
108.3,1.103,2.26,1.054,0.931
108.4,1.103,2.261,1.055,0.941
108.5,1.103,2.262,1.055,0.95
108.6,1.103,2.264,1.056,0.958
108.7,1.103,2.265,1.058,0.966
108.8,1.103,2.267,1.06,0.973
108.9,1.103,2.269,1.063,0.98
109.0,1.103,2.271,1.067,0.987
109.1,1.104,2.273,1.071,0.994
109.2,1.105,2.275,1.076,1.0
109.3,1.105,2.276,1.081,1.006
109.4,1.105,2.277,1.086,1.012
109.5,1.105,2.277,1.09,1.018
109.6,1.105,2.277,1.092,1.024
109.7,1.105,2.276,1.093,1.029
109.8,1.106,2.277,1.092,1.034
109.9,1.106,2.277,1.09,1.038
110.0,1.106,2.278,1.088,1.041
110.1,1.106,2.279,1.088,1.045
110.2,1.106,2.281,1.089,1.048
110.3,1.106,2.282,1.09,1.051
110.4,1.107,2.283,1.092,1.054
110.5,1.107,2.285,1.094,1.056
110.6,1.108,2.286,1.098,1.059
110.7,1.108,2.287,1.102,1.062
110.8,1.108,2.287,1.105,1.065
110.9,1.108,2.287,1.107,1.068
111.0,1.108,2.287,1.107,1.071
111.1,1.109,2.286,1.106,1.073
111.2,1.109,2.286,1.104,1.075
111.3,1.109,2.286,1.101,1.077
111.4,1.109,2.287,1.098,1.078
111.5,1.11,2.288,1.097,1.079
111.6,1.109,2.288,1.097,1.08
111.7,1.11,2.289,1.097,1.081
111.8,1.11,2.29,1.098,1.081
111.9,1.11,2.291,1.1,1.082
112.0,1.111,2.292,1.103,1.083
112.1,1.112,2.293,1.106,1.085
112.2,1.112,2.295,1.11,1.086
112.3,1.112,2.295,1.113,1.087
112.4,1.112,2.295,1.115,1.088
112.5,1.112,2.295,1.115,1.089
112.6,1.112,2.294,1.116,1.09
112.7,1.113,2.294,1.115,1.091
112.8,1.113,2.294,1.115,1.092
112.9,1.113,2.295,1.115,1.093
113.0,1.113,2.295,1.116,1.093
113.1,1.113,2.296,1.118,1.094
113.2,1.113,2.296,1.12,1.094
113.3,1.113,2.297,1.123,1.095
113.4,1.114,2.298,1.126,1.095
113.5,1.116,2.299,1.13,1.096
113.6,1.117,2.3,1.134,1.096
113.7,1.117,2.301,1.137,1.096
113.8,1.117,2.301,1.139,1.097
113.9,1.117,2.3,1.138,1.097
114.0,1.117,2.3,1.138,1.097
114.1,1.117,2.3,1.137,1.097
114.2,1.117,2.3,1.136,1.098
114.3,1.117,2.3,1.135,1.098
114.4,1.117,2.3,1.136,1.098
114.5,1.117,2.3,1.137,1.098
114.6,1.117,2.3,1.138,1.098
114.7,1.118,2.301,1.14,1.098
114.8,1.118,2.302,1.142,1.099
114.9,1.119,2.302,1.145,1.099
115.0,1.12,2.304,1.149,1.099
115.1,1.12,2.304,1.15,1.099
115.2,1.12,2.304,1.15,1.099
115.3,1.12,2.303,1.148,1.099
115.4,1.12,2.302,1.147,1.099
115.5,1.121,2.302,1.147,1.099
115.6,1.121,2.302,1.147,1.099
115.7,1.121,2.302,1.147,1.099
115.8,1.121,2.302,1.148,1.099
115.9,1.121,2.302,1.15,1.1
116.0,1.121,2.302,1.152,1.1
116.1,1.121,2.302,1.154,1.1
116.2,1.122,2.303,1.156,1.1
116.3,1.123,2.304,1.16,1.1
116.4,1.123,2.305,1.163,1.1
116.5,1.123,2.306,1.167,1.1
116.6,1.123,2.306,1.169,1.1
116.7,1.123,2.306,1.168,1.1
116.8,1.124,2.306,1.168,1.1
116.9,1.124,2.306,1.169,1.1
117.0,1.124,2.306,1.169,1.1
117.1,1.124,2.306,1.17,1.1
117.2,1.124,2.306,1.172,1.1
117.3,1.124,2.306,1.173,1.1
117.4,1.124,2.307,1.175,1.1
117.5,1.125,2.307,1.177,1.1
117.6,1.125,2.308,1.179,1.1
117.7,1.126,2.309,1.182,1.1
117.8,1.126,2.31,1.185,1.1
117.9,1.126,2.311,1.188,1.1
118.0,1.126,2.311,1.189,1.1
118.1,1.126,2.311,1.187,1.1
118.2,1.127,2.31,1.186,1.1
118.3,1.127,2.31,1.186,1.1
118.4,1.128,2.31,1.185,1.1
118.5,1.128,2.31,1.185,1.1
118.6,1.128,2.31,1.185,1.1
118.7,1.128,2.31,1.186,1.1
118.8,1.128,2.311,1.186,1.1
118.9,1.128,2.311,1.187,1.1
119.0,1.128,2.311,1.189,1.1
119.1,1.129,2.312,1.19,1.1
119.2,1.13,2.313,1.192,1.1
119.3,1.13,2.314,1.194,1.1
119.4,1.12,2.304,1.194,1.1
119.5,1.102,2.286,1.192,1.1
119.6,1.078,2.259,1.19,1.1
119.7,1.049,2.225,1.188,1.1
119.8,1.017,2.185,1.187,1.1
119.9,0.981,2.14,1.186,1.1
120.0,0.943,2.09,1.184,1.1
120.1,0.905,2.037,1.182,1.1
120.2,0.865,1.98,1.179,1.1
120.3,0.825,1.922,1.176,1.1
120.4,0.786,1.861,1.171,1.1
120.5,0.747,1.8,1.165,1.1
120.6,0.709,1.737,1.159,1.1
120.7,0.672,1.674,1.151,1.1
120.8,0.637,1.61,1.142,1.1
120.9,0.603,1.546,1.13,1.1
121.0,0.57,1.481,1.113,1.1
121.1,0.54,1.416,1.095,1.098
121.2,0.511,1.351,1.074,1.095
121.3,0.485,1.287,1.052,1.09
121.4,0.461,1.224,1.027,1.083
121.5,0.526,1.248,1.001,1.073
121.6,0.587,1.278,0.966,1.06
121.7,0.643,1.313,0.923,1.045
121.8,0.695,1.35,0.877,1.03
121.9,0.744,1.389,0.83,1.017
122.0,0.772,1.43,0.785,1.01
122.1,0.802,1.468,0.746,1.013
122.2,0.834,1.504,0.718,1.03
122.3,0.868,1.539,0.696,1.067
122.4,0.903,1.572,0.679,1.12
122.5,0.938,1.604,0.668,1.188
122.6,0.973,1.634,0.663,1.269
122.7,1.009,1.663,0.664,1.359
122.8,1.043,1.691,0.671,1.456
122.9,1.077,1.717,0.682,1.559
123.0,1.11,1.742,0.698,1.665
123.1,1.142,1.766,0.734,1.774
123.2,1.172,1.789,0.774,1.885
123.3,1.2,1.813,0.806,2.003
123.4,1.225,1.829,0.852,2.118
123.5,1.248,1.84,0.906,2.229
123.6,1.267,1.844,0.967,2.334
123.7,1.284,1.842,1.031,2.435
123.8,1.298,1.834,1.096,2.529
123.9,1.31,1.823,1.161,2.617
124.0,1.321,1.808,1.224,2.699
124.1,1.33,1.79,1.284,2.775
124.2,1.337,1.771,1.341,2.845
124.3,1.343,1.751,1.394,2.908
124.4,1.299,1.729,1.443,2.964
124.5,1.254,1.707,1.486,3.015
124.6,1.207,1.684,1.525,3.061
124.7,1.16,1.661,1.563,3.105
124.8,1.114,1.639,1.601,3.148
124.9,1.071,1.619,1.637,3.19
125.0,1.033,1.603,1.673,3.231
125.1,0.997,1.589,1.709,3.273
125.2,0.965,1.579,1.746,3.314
125.3,0.937,1.575,1.785,3.356
125.4,0.913,1.577,1.825,3.399
125.5,0.894,1.584,1.867,3.443
125.6,0.878,1.595,1.911,3.488
125.7,0.867,1.61,1.955,3.533
125.8,0.858,1.628,2.001,3.579
125.9,0.853,1.648,2.046,3.625
126.0,0.85,1.669,2.092,3.671
126.1,0.85,1.691,2.138,3.717
126.2,0.851,1.713,2.183,3.763
126.3,0.854,1.736,2.227,3.808
126.4,0.859,1.758,2.271,3.853
126.5,0.864,1.779,2.315,3.897
126.6,0.871,1.8,2.359,3.941
126.7,0.878,1.821,2.402,3.984
126.8,0.885,1.841,2.445,4.026
126.9,0.893,1.86,2.487,4.068
127.0,0.902,1.879,2.529,4.109
127.1,0.911,1.898,2.569,4.15
127.2,0.919,1.916,2.608,4.189
127.3,0.928,1.932,2.645,4.228
127.4,0.937,1.948,2.681,4.265
127.5,0.945,1.962,2.714,4.302
127.6,0.953,1.976,2.747,4.338
127.7,0.961,1.989,2.78,4.372
127.8,0.969,2.002,2.812,4.406
127.9,0.976,2.015,2.843,4.438
128.0,0.983,2.026,2.873,4.469
128.1,0.99,2.038,2.902,4.499
128.2,0.997,2.049,2.93,4.527
128.3,1.003,2.06,2.956,4.554
128.4,1.009,2.07,2.981,4.579
128.5,1.016,2.08,3.005,4.603
128.6,1.021,2.089,3.027,4.626
128.7,1.027,2.097,3.049,4.647
128.8,1.032,2.106,3.069,4.666
128.9,1.038,2.113,3.087,4.685
129.0,1.043,2.121,3.105,4.702
129.1,1.048,2.128,3.121,4.718
129.2,1.052,2.135,3.136,4.734
129.3,1.056,2.141,3.151,4.748
129.4,1.06,2.147,3.164,4.761
129.5,1.064,2.153,3.177,4.774
129.6,1.067,2.158,3.189,4.786
129.7,1.07,2.164,3.2,4.797
129.8,1.073,2.169,3.21,4.807
129.9,1.077,2.173,3.219,4.817
130.0,1.081,2.178,3.228,4.826
130.1,1.085,2.18,3.236,4.834
130.2,1.088,2.183,3.245,4.843
130.3,1.091,2.183,3.252,4.85
130.4,1.094,2.183,3.26,4.858
130.5,1.095,2.181,3.267,4.865
130.6,1.097,2.179,3.274,4.872
130.7,1.097,2.176,3.281,4.879
130.8,1.097,2.174,3.287,4.886
130.9,1.096,2.172,3.294,4.894
131.0,1.096,2.171,3.3,4.901
131.1,1.095,2.171,3.307,4.908
131.2,1.096,2.174,3.312,4.915
131.3,1.096,2.176,3.316,4.921
131.4,1.097,2.179,3.32,4.926
131.5,1.097,2.182,3.323,4.93
131.6,1.097,2.186,3.327,4.934
131.7,1.098,2.189,3.33,4.937
131.8,1.098,2.192,3.334,4.94
131.9,1.099,2.195,3.337,4.943
132.0,1.099,2.198,3.34,4.947
132.1,1.1,2.2,3.344,4.95
132.2,1.1,2.202,3.348,4.954
132.3,1.101,2.203,3.353,4.959
132.4,1.101,2.205,3.359,4.966
132.5,1.102,2.206,3.364,4.971
132.6,1.102,2.207,3.369,4.976
132.7,1.103,2.207,3.374,4.981
132.8,1.103,2.208,3.378,4.985
132.9,1.103,2.208,3.382,4.988
133.0,1.103,2.208,3.386,4.991
133.1,1.103,2.208,3.389,4.994
133.2,1.103,2.208,3.392,4.996
133.3,1.103,2.207,3.395,4.998
133.4,1.103,2.206,3.396,4.999
133.5,1.103,2.205,3.397,5.0
133.6,1.103,2.205,3.399,5.001
133.7,1.103,2.205,3.4,5.002
133.8,1.103,2.205,3.401,5.002
133.9,1.103,2.205,3.401,5.003
134.0,1.104,2.205,3.402,5.003
134.1,1.104,2.205,3.402,5.003
134.2,1.104,2.205,3.402,5.004
134.3,1.104,2.205,3.403,5.004
134.4,1.104,2.205,3.403,5.004
134.5,1.104,2.205,3.403,5.005
134.6,1.104,2.205,3.403,5.005
134.7,1.104,2.205,3.403,5.006
134.8,1.104,2.205,3.402,5.007
134.9,1.104,2.205,3.402,5.008
135.0,1.104,2.205,3.401,5.008
135.1,1.104,2.205,3.4,5.008
135.2,1.104,2.204,3.398,5.008
135.3,1.104,2.203,3.396,5.009
135.4,1.104,2.202,3.393,5.009
135.5,1.104,2.201,3.391,5.01
135.6,1.104,2.202,3.39,5.01
135.7,1.103,2.202,3.389,5.011
135.8,1.102,2.204,3.389,5.012
135.9,1.101,2.206,3.39,5.013
136.0,1.1,2.209,3.391,5.015
136.1,1.098,2.213,3.393,5.016
136.2,1.098,2.217,3.395,5.018
136.3,1.097,2.222,3.397,5.02
136.4,1.098,2.228,3.398,5.02
136.5,1.098,2.232,3.399,5.021
136.6,1.098,2.235,3.4,5.022
136.7,1.099,2.238,3.401,5.022
136.8,1.101,2.239,3.402,5.023
136.9,1.103,2.239,3.404,5.024
137.0,1.104,2.238,3.406,5.026
137.1,1.105,2.237,3.408,5.028
137.2,1.106,2.235,3.41,5.03
137.3,1.106,2.233,3.413,5.032
137.4,1.106,2.231,3.415,5.035
137.5,1.105,2.23,3.418,5.038
137.6,1.105,2.229,3.421,5.041
137.7,1.105,2.23,3.422,5.036
137.8,1.105,2.23,3.423,5.021
137.9,1.105,2.232,3.423,4.997
138.0,1.104,2.234,3.423,4.965
138.1,1.104,2.236,3.423,4.926
138.2,1.104,2.238,3.423,4.881
138.3,1.104,2.239,3.422,4.83
138.4,1.104,2.241,3.422,4.774
138.5,1.104,2.242,3.421,4.715
138.6,1.104,2.243,3.421,4.651
138.7,1.105,2.244,3.422,4.585
138.8,1.105,2.244,3.423,4.517
138.9,1.105,2.238,3.419,4.447
139.0,1.105,2.226,3.409,4.375
139.1,1.105,2.208,3.393,4.299
139.2,1.104,2.185,3.372,4.221
139.3,1.1,2.157,3.346,4.14
139.4,1.094,2.125,3.316,4.058
139.5,1.087,2.09,3.28,3.974
139.6,1.077,2.051,3.241,3.888
139.7,1.066,2.009,3.198,3.801
139.8,1.053,2.242,3.151,0.583
139.9,1.039,2.223,3.101,0.638
140.0,1.023,2.199,3.052,0.694
140.1,1.007,2.172,3.005,0.752
140.2,0.992,2.142,2.96,0.814
140.3,0.979,2.112,2.945,0.868
140.4,0.968,2.082,2.927,0.942
140.5,0.959,2.051,2.906,1.035
140.6,0.952,2.021,2.882,1.148
140.7,0.946,1.99,2.855,1.278
140.8,0.941,1.959,2.825,1.424
140.9,0.937,1.928,2.793,1.584
141.0,0.925,1.898,2.759,1.755
141.1,0.915,1.868,2.724,1.934
141.2,0.908,1.84,2.686,2.12
141.3,0.904,1.815,2.648,2.309
141.4,0.901,1.791,2.608,2.5
141.5,0.897,1.766,2.569,2.69
141.6,0.894,1.741,2.529,2.876
141.7,0.89,1.716,2.489,3.058
141.8,0.887,1.692,2.45,3.232
141.9,0.884,1.667,2.411,3.397
142.0,0.878,1.657,2.371,3.551
142.1,0.873,1.649,2.332,3.693
142.2,0.869,1.643,2.292,3.82
142.3,0.864,1.64,2.286,3.905
142.4,0.86,1.638,2.285,3.978
142.5,0.857,1.641,2.287,4.04
142.6,0.857,1.646,2.293,4.089
142.7,0.858,1.655,2.302,4.127
142.8,0.862,1.666,2.314,4.153
142.9,0.866,1.68,2.329,4.168
143.0,0.873,1.697,2.347,4.171
143.1,0.88,1.716,2.367,4.163
143.2,0.89,1.736,2.389,4.146
143.3,0.9,1.758,2.413,4.122
143.4,0.911,1.782,2.439,4.092
143.5,0.924,1.808,2.465,4.057
143.6,0.937,1.835,2.493,4.016
143.7,0.951,1.863,2.521,3.971
143.8,0.967,1.893,2.549,3.921
143.9,0.983,1.924,2.577,3.868
144.0,1.0,1.954,2.605,3.812
144.1,1.016,1.983,2.634,3.753
144.2,1.033,2.01,2.662,3.689
144.3,1.047,2.037,2.692,3.62
144.4,1.061,2.061,2.722,3.546
144.5,1.073,2.085,2.754,3.468
144.6,1.084,2.107,2.786,3.386
144.7,1.094,2.127,2.821,3.301
144.8,1.103,2.147,2.854,3.216
144.9,1.112,2.165,2.887,3.131
145.0,1.12,2.182,2.92,3.048
145.1,1.127,2.197,2.951,2.966
145.2,1.134,2.211,2.982,2.885
145.3,1.14,2.224,3.012,2.806
145.4,1.146,2.235,3.041,2.728
145.5,1.152,2.244,3.069,2.652
145.6,1.157,2.251,3.096,2.579
145.7,1.162,2.256,3.123,2.508
145.8,1.166,2.26,3.149,2.44
145.9,1.17,2.262,3.174,2.375
146.0,1.173,2.263,3.198,2.314
146.1,1.175,2.263,3.221,2.256
146.2,1.176,2.262,3.244,2.203
146.3,1.177,2.261,3.266,2.155
146.4,1.177,2.259,3.286,2.112
146.5,1.178,2.257,3.305,2.077
146.6,1.179,2.256,3.321,2.048
146.7,1.18,2.255,3.335,2.025
146.8,1.182,2.254,3.348,2.007
146.9,1.184,2.253,3.358,1.994
147.0,1.185,2.253,3.367,1.985
147.1,1.187,2.253,3.375,1.979
147.2,1.188,2.254,3.381,1.976
147.3,1.189,2.256,3.386,1.975
147.4,1.19,2.259,3.39,1.975
147.5,1.191,2.264,3.393,1.976
147.6,1.191,2.269,3.396,1.978
147.7,1.192,2.275,3.399,1.979
147.8,1.191,2.281,3.401,1.98
147.9,1.19,2.288,3.404,1.981
148.0,1.187,2.296,3.406,1.981
148.1,1.184,2.305,3.409,1.981
148.2,1.181,2.315,3.412,1.98
148.3,1.178,2.325,3.416,1.977
148.4,1.175,2.337,3.42,1.974
148.5,1.175,2.349,3.426,1.97
148.6,1.175,2.359,3.432,1.965
148.7,1.177,2.367,3.439,1.959
148.8,1.178,2.372,3.446,1.954
148.9,1.179,2.377,3.455,1.948
149.0,1.181,2.38,3.463,1.943
149.1,1.181,2.382,3.473,1.937
149.2,1.182,2.383,3.483,1.931
149.3,1.183,2.384,3.494,1.925
149.4,1.183,2.385,3.506,1.918
149.5,1.185,2.387,3.519,1.912
149.6,1.186,2.388,3.532,1.906
149.7,1.187,2.39,3.545,1.9
149.8,1.188,2.392,3.556,1.896
149.9,1.19,2.394,3.564,1.894
150.0,1.191,2.395,3.57,1.891
150.1,1.192,2.397,3.574,1.889
150.2,1.192,2.399,3.577,1.886
150.3,1.193,2.401,3.579,1.883
150.4,1.194,2.404,3.58,1.879
150.5,1.195,2.406,3.581,1.874
150.6,1.197,2.408,3.583,1.868
150.7,1.198,2.41,3.584,1.861
150.8,1.2,2.412,3.586,1.855
150.9,1.201,2.413,3.587,1.851
151.0,1.203,2.414,3.589,1.847
151.1,1.204,2.414,3.591,1.844
151.2,1.205,2.414,3.593,1.843
151.3,1.205,2.414,3.595,1.843
151.4,1.203,2.414,3.597,1.844
151.5,1.201,2.414,3.599,1.847
151.6,1.197,2.415,3.601,1.85
151.7,1.195,2.415,3.604,1.854
151.8,1.194,2.416,3.606,1.856
151.9,1.193,2.417,3.609,1.857
152.0,1.192,2.413,3.606,1.859
152.1,1.192,2.399,3.593,1.859
152.2,1.191,2.377,3.572,1.859
152.3,1.192,2.348,3.542,1.859
152.4,1.192,2.312,3.505,1.858
152.5,1.191,2.27,3.462,1.856
152.6,1.187,2.224,3.414,1.855
152.7,1.179,2.173,3.36,1.854
152.8,1.169,2.119,3.302,1.852
152.9,1.156,2.062,3.241,1.85
153.0,1.141,2.002,3.176,1.848
153.1,1.122,1.94,3.107,1.848
153.2,1.101,1.876,3.035,1.848
153.3,1.078,1.811,2.961,1.847
153.4,1.053,1.746,2.885,1.846
153.5,1.026,1.68,2.808,1.845
153.6,0.998,1.614,2.73,1.842
153.7,0.969,1.549,2.652,1.838
153.8,0.939,1.484,2.573,1.832
153.9,0.909,1.42,2.495,1.824
154.0,0.878,1.357,2.418,1.814
154.1,0.846,1.897,2.34,4.14
154.2,0.814,1.847,2.354,4.14
154.3,0.788,1.804,2.37,4.14
154.4,0.768,1.771,2.389,4.139
154.5,0.754,1.747,2.41,4.139
154.6,0.743,1.735,2.433,4.14
154.7,0.737,1.734,2.457,4.143
154.8,0.763,1.768,2.47,4.149
154.9,0.786,1.819,2.484,4.16
155.0,0.805,1.886,2.5,4.177
155.1,0.821,1.97,2.516,4.202
155.2,0.833,2.071,2.533,4.234
155.3,0.843,2.188,2.551,4.275
155.4,0.85,2.317,2.569,4.325
155.5,0.854,2.457,2.587,4.385
155.6,0.856,2.605,2.606,4.454
155.7,0.856,2.758,2.624,4.53
155.8,0.854,2.913,2.642,4.612
155.9,0.834,3.068,2.66,4.698
156.0,0.813,3.219,2.676,4.787
156.1,0.792,3.365,2.692,4.877
156.2,0.77,3.503,2.707,4.967
156.3,0.748,3.633,2.721,5.055
156.4,0.727,3.752,2.734,5.141
156.5,0.706,3.859,2.746,5.223
156.6,0.686,3.955,2.756,5.301
156.7,0.666,4.038,2.764,5.374
156.8,0.666,4.107,2.771,5.442
156.9,0.67,4.168,2.777,5.504
157.0,0.677,4.218,2.78,5.56
157.1,0.687,4.259,2.783,5.612
157.2,0.7,4.289,2.783,5.658
157.3,0.715,4.308,2.782,5.7
157.4,0.731,4.316,2.779,5.738
157.5,0.748,4.314,2.773,5.773
157.6,0.765,4.3,2.764,5.804
157.7,0.783,4.275,2.751,5.833
157.8,0.8,4.239,2.735,5.859
157.9,0.818,4.193,2.714,5.882
158.0,0.834,4.14,2.689,5.903
158.1,0.85,4.081,2.661,5.922
158.2,0.867,4.015,2.628,5.94
158.3,0.884,3.944,2.592,5.955
158.4,0.901,3.868,2.552,5.97
158.5,0.917,3.787,2.509,5.982
158.6,0.931,3.702,2.462,5.994
158.7,0.943,3.614,2.412,6.005
158.8,0.954,3.523,2.359,6.014
158.9,0.962,3.429,2.304,6.022
159.0,0.971,3.336,2.245,6.03
159.1,0.978,3.243,2.184,6.037
159.2,0.985,3.15,2.12,6.043
159.3,0.99,3.057,2.054,6.048
159.4,0.993,2.963,1.985,6.053
159.5,0.995,2.87,1.92,6.057
159.6,0.996,2.779,1.857,6.06
159.7,0.996,2.689,1.798,6.063
159.8,0.995,2.602,1.742,6.066
159.9,0.993,2.516,1.689,6.068
160.0,0.992,2.432,1.639,6.07
160.1,0.992,2.351,1.594,6.071
160.2,0.994,2.273,1.552,6.072
160.3,0.996,2.198,1.514,6.073
160.4,0.999,2.127,1.48,6.073
160.5,1.002,2.059,1.451,6.073
160.6,1.006,1.996,1.428,6.073
160.7,1.01,1.941,1.41,6.073
160.8,1.015,1.889,1.398,6.072
