1.57,4.71,4.71,1.57,1.57,4.71,1.57,1.57,4.71,4.71
1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08
1.18,1.18,1.19,1.18,1.18,1.19,1.18,1.18,1.19,1.19
1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
4.68,4.68,4.69,4.68,4.68,4.69,4.68,4.68,4.68,4.69
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
4.68,4.68,4.68,4.67,4.68,4.68,4.67,4.67,4.68,4.68
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61,4.61
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.51,1.5,1.5,1.51,1.5,1.5,1.5,1.51
4.68,4.68,4.67,4.68,4.68,4.68,4.68,4.68,4.68,4.67
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
1.43,1.44,1.44,1.43,1.44,1.44,1.43,1.43,1.44,1.44
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.46,1.46,1.47,1.46,1.46,1.46,1.46,1.46,1.46,1.47
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.44
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62
1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.53,1.53,1.53,1.53,1.53,1.53,1.52,1.53,1.53,1.53
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.49,1.5,1.5,1.49,1.5,1.5,1.49,1.5,1.5,1.5
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
1.42,1.42,1.43,1.42,1.42,1.42,1.42,1.42,1.42,1.43
1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63,4.63
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54
4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65
1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48
1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57
4.63,4.63,4.63,4.63,4.63,4.63,4.62,4.63,4.63,4.63
1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42
1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68
1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66,4.66
1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64
