t,d_r0_r1,d_r1_r2,d_r2_r3,d_r3_r4
0.1,7.284,8.409,9.001,9.095
0.2,7.284,8.409,9.001,9.095
0.3,7.277,8.405,8.994,9.082
0.4,7.265,8.396,8.981,9.056
0.5,7.247,8.382,8.959,9.019
0.6,7.224,8.361,8.929,8.969
0.7,7.197,8.333,8.891,8.909
0.8,7.167,8.298,8.843,8.839
0.9,7.135,8.256,8.785,8.76
1.0,7.101,8.205,8.718,8.672
1.1,7.067,8.146,8.643,8.577
1.2,7.034,8.079,8.557,8.474
1.3,7.002,8.003,8.463,8.364
1.4,6.972,7.919,8.359,8.247
1.5,6.943,7.825,8.243,8.123
1.6,6.915,7.723,8.117,7.994
1.7,6.888,7.613,7.982,7.86
1.8,6.862,7.497,7.837,7.722
1.9,6.837,7.375,7.686,7.611
2.0,6.812,7.249,7.528,7.497
2.1,6.787,7.119,7.365,7.381
2.2,6.762,6.986,7.197,7.263
2.3,6.737,6.852,7.028,7.142
2.4,6.711,6.717,6.858,7.019
2.5,6.685,6.583,6.69,6.894
2.6,6.658,6.452,6.523,6.768
2.7,6.63,6.324,6.359,6.64
2.8,6.602,6.201,6.199,6.512
2.9,6.574,6.082,6.044,6.384
3.0,6.546,5.969,5.893,6.256
3.1,6.519,5.862,5.749,6.13
3.2,6.494,5.761,5.61,6.004
3.3,6.469,5.668,5.478,5.881
3.4,6.445,5.581,5.354,5.759
3.5,6.423,5.502,5.236,5.641
3.6,6.401,5.43,5.126,5.525
3.7,6.38,5.365,5.024,5.41
3.8,6.359,5.303,4.926,5.297
3.9,6.339,5.245,4.832,5.186
4.0,6.32,5.19,4.742,5.076
4.1,6.302,5.138,4.656,4.968
4.2,6.285,5.089,4.574,4.861
4.3,6.268,5.044,4.497,4.757
4.4,6.253,5.002,4.423,4.654
4.5,6.238,4.962,4.353,4.554
4.6,6.224,4.926,4.288,4.455
4.7,6.21,4.892,4.227,4.359
4.8,6.197,4.862,4.169,4.265
4.9,6.185,4.831,4.113,4.172
5.0,6.173,4.805,4.063,4.081
5.1,6.161,4.783,4.018,3.99
5.2,6.15,4.764,3.979,3.901
5.3,6.139,4.748,3.945,3.813
5.4,6.129,4.735,3.915,3.726
5.5,6.119,4.725,3.889,3.64
5.6,6.11,4.716,3.867,3.555
5.7,6.101,4.71,3.848,3.471
5.8,6.093,4.704,3.832,3.388
5.9,6.085,4.701,3.819,3.312
6.0,6.077,4.696,3.805,3.241
6.1,6.07,4.692,3.791,3.177
6.2,6.063,4.687,3.777,3.118
6.3,6.056,4.682,3.763,3.064
6.4,6.05,4.676,3.749,3.016
6.5,6.044,4.67,3.735,2.972
6.6,6.039,4.664,3.721,2.933
6.7,6.033,4.658,3.707,2.898
6.8,6.029,4.651,3.692,2.867
6.9,6.025,4.645,3.678,2.84
7.0,6.022,4.639,3.663,2.817
7.1,6.021,4.633,3.649,2.793
7.2,6.02,4.628,3.633,2.771
7.3,6.018,4.622,3.616,2.748
7.4,6.006,4.618,3.603,2.726
7.5,5.987,4.616,3.591,2.704
7.6,5.962,4.616,3.582,2.682
7.7,5.93,4.618,3.574,2.661
7.8,5.892,4.621,3.569,2.641
7.9,5.85,4.625,3.565,2.621
8.0,5.803,4.63,3.562,2.602
8.1,5.751,4.636,3.561,2.583
8.2,5.696,4.642,3.56,2.564
8.3,5.637,4.647,3.558,2.549
8.4,5.575,4.645,3.55,2.535
8.5,5.51,4.639,3.538,2.523
8.6,5.442,4.627,3.52,2.512
8.7,5.372,4.61,3.498,2.501
8.8,5.299,4.588,3.472,2.49
8.9,5.225,4.561,3.441,2.478
9.0,5.148,4.53,3.407,2.465
9.1,5.07,4.494,3.368,2.452
9.2,4.99,4.454,3.327,2.436
9.3,4.909,4.411,3.281,2.418
9.4,4.827,4.364,3.232,2.399
9.5,4.832,4.32,3.187,2.376
9.6,4.835,4.279,3.145,2.353
9.7,4.836,4.241,3.106,2.327
9.8,4.832,4.205,3.071,2.301
9.9,4.825,4.172,3.038,2.275
10.0,4.813,4.141,3.008,2.248
10.1,4.797,4.112,2.98,2.22
10.2,4.775,4.084,2.954,2.193
10.3,4.747,4.057,2.93,2.167
10.4,4.714,4.031,2.907,2.14
10.5,4.675,4.006,2.886,2.114
10.6,4.63,3.982,2.866,2.089
10.7,4.579,3.959,2.847,2.065
10.8,4.523,3.936,2.831,2.041
10.9,4.46,3.915,2.816,2.019
11.0,4.393,3.895,2.803,1.998
11.1,4.321,3.877,2.792,1.977
11.2,4.247,3.86,2.784,1.959
11.3,4.171,3.846,2.779,1.941
11.4,4.094,3.83,2.775,1.925
11.5,4.017,3.813,2.772,1.908
11.6,3.941,3.794,2.769,1.893
11.7,3.866,3.772,2.765,1.878
11.8,3.795,3.746,2.76,1.864
11.9,3.727,3.716,2.754,1.852
12.0,3.663,3.682,2.746,1.841
12.1,3.605,3.644,2.735,1.829
12.2,3.552,3.603,2.72,1.817
12.3,3.506,3.558,2.701,1.804
12.4,3.467,3.511,2.679,1.791
12.5,3.436,3.462,2.654,1.777
12.6,3.414,3.413,2.629,1.763
12.7,3.4,3.366,2.603,1.748
12.8,3.395,3.32,2.577,1.734
12.9,3.399,3.278,2.552,1.719
13.0,3.413,3.238,2.527,1.704
13.1,3.436,3.203,2.503,1.689
13.2,3.463,3.168,2.477,1.672
13.3,3.496,3.134,2.45,1.652
13.4,3.532,3.101,2.423,1.632
13.5,3.574,3.069,2.394,1.611
13.6,3.62,3.038,2.365,1.589
13.7,3.669,3.015,2.341,1.567
13.8,3.723,2.999,2.321,1.545
13.9,3.78,2.99,2.305,1.523
14.0,3.84,2.987,2.293,1.503
14.1,3.902,2.991,2.285,1.484
14.2,3.967,3.001,2.28,1.466
14.3,4.033,3.017,2.278,1.45
14.4,4.097,3.034,2.279,1.435
14.5,4.158,3.052,2.282,1.421
14.6,4.216,3.072,2.286,1.41
14.7,4.272,3.095,2.293,1.401
14.8,4.326,3.121,2.302,1.393
14.9,4.378,3.149,2.311,1.387
15.0,4.428,3.18,2.321,1.381
15.1,4.475,3.212,2.33,1.377
15.2,4.521,3.245,2.339,1.372
15.3,4.565,3.278,2.347,1.369
15.4,4.606,3.311,2.355,1.365
15.5,4.646,3.344,2.362,1.362
15.6,4.683,3.377,2.367,1.359
15.7,4.717,3.407,2.371,1.355
15.8,4.75,3.436,2.374,1.351
15.9,4.779,3.463,2.375,1.347
16.0,4.806,3.487,2.376,1.342
16.1,4.83,3.507,2.376,1.338
16.2,4.85,3.525,2.376,1.333
16.3,4.868,3.539,2.376,1.329
16.4,4.884,3.551,2.376,1.325
16.5,4.897,3.56,2.376,1.32
16.6,4.908,3.567,2.375,1.316
16.7,4.918,3.572,2.373,1.311
16.8,4.926,3.575,2.372,1.308
16.9,4.932,3.577,2.37,1.305
17.0,4.937,3.579,2.368,1.302
17.1,4.94,3.579,2.367,1.299
17.2,4.942,3.579,2.366,1.296
17.3,4.944,3.579,2.365,1.293
17.4,4.946,3.578,2.364,1.29
17.5,4.947,3.578,2.363,1.287
17.6,4.948,3.577,2.363,1.284
17.7,4.949,3.577,2.363,1.281
17.8,4.95,3.576,2.364,1.279
17.9,4.951,3.576,2.366,1.278
18.0,4.951,3.577,2.368,1.279
18.1,4.952,3.577,2.369,1.28
18.2,4.952,3.577,2.37,1.281
18.3,4.952,3.578,2.371,1.282
18.4,4.952,3.578,2.371,1.283
18.5,4.953,3.579,2.37,1.284
18.6,4.954,3.579,2.369,1.284
18.7,4.954,3.58,2.368,1.284
18.8,4.955,3.58,2.367,1.284
18.9,4.956,3.579,2.367,1.284
19.0,4.957,3.578,2.367,1.284
19.1,4.959,3.579,2.369,1.284
19.2,4.96,3.579,2.372,1.284
19.3,4.962,3.581,2.375,1.284
19.4,4.963,3.582,2.378,1.284
19.5,4.963,3.582,2.38,1.283
19.6,4.963,3.582,2.382,1.283
19.7,4.964,3.582,2.383,1.283
19.8,4.964,3.581,2.383,1.282
19.9,4.964,3.58,2.382,1.282
20.0,4.964,3.58,2.381,1.282
20.1,4.965,3.58,2.38,1.283
20.2,4.967,3.581,2.379,1.284
20.3,4.97,3.582,2.378,1.286
20.4,4.972,3.584,2.376,1.287
20.5,4.974,3.585,2.375,1.287
20.6,4.976,3.586,2.374,1.287
20.7,4.978,3.587,2.373,1.286
20.8,4.98,3.588,2.373,1.284
20.9,4.981,3.589,2.373,1.281
21.0,4.982,3.59,2.374,1.279
21.1,4.983,3.591,2.376,1.277
21.2,4.984,3.592,2.379,1.277
21.3,4.985,3.592,2.383,1.279
21.4,4.986,3.593,2.386,1.281
21.5,4.987,3.593,2.387,1.284
21.6,4.987,3.593,2.388,1.286
21.7,4.987,3.592,2.387,1.287
21.8,4.987,3.591,2.386,1.289
21.9,4.987,3.59,2.383,1.289
22.0,4.987,3.588,2.38,1.29
22.1,4.987,3.586,2.377,1.29
22.2,4.988,3.585,2.376,1.289
22.3,4.989,3.585,2.376,1.289
22.4,4.991,3.586,2.377,1.288
22.5,4.993,3.588,2.378,1.287
22.6,4.995,3.59,2.379,1.286
22.7,4.996,3.591,2.38,1.284
22.8,4.997,3.591,2.381,1.283
22.9,4.998,3.591,2.381,1.282
23.0,4.998,3.59,2.381,1.28
23.1,4.998,3.588,2.379,1.278
23.2,4.998,3.587,2.378,1.277
23.3,4.998,3.586,2.376,1.276
23.4,4.998,3.586,2.375,1.277
23.5,4.999,3.586,2.374,1.278
23.6,5.001,3.587,2.373,1.279
23.7,5.002,3.588,2.372,1.279
23.8,5.004,3.589,2.372,1.278
23.9,5.005,3.59,2.371,1.277
24.0,5.005,3.59,2.372,1.276
24.1,5.006,3.591,2.372,1.274
24.2,5.007,3.591,2.374,1.272
24.3,5.007,3.591,2.376,1.271
24.4,5.007,3.592,2.38,1.273
24.5,5.008,3.592,2.384,1.276
24.6,5.008,3.592,2.387,1.278
24.7,5.008,3.592,2.388,1.281
24.8,5.008,3.591,2.388,1.283
24.9,5.008,3.591,2.387,1.284
25.0,5.008,3.59,2.385,1.285
25.1,5.008,3.589,2.382,1.286
25.2,5.009,3.587,2.379,1.286
25.3,5.01,3.585,2.375,1.286
25.4,5.011,3.585,2.374,1.285
25.5,5.013,3.585,2.374,1.285
25.6,5.016,3.587,2.375,1.285
25.7,5.02,3.59,2.377,1.284
25.8,5.023,3.592,2.378,1.284
25.9,5.025,3.593,2.38,1.283
26.0,5.026,3.594,2.381,1.282
26.1,5.027,3.593,2.381,1.282
26.2,5.027,3.593,2.381,1.281
26.3,5.028,3.591,2.379,1.28
26.4,5.028,3.59,2.378,1.28
26.5,5.028,3.589,2.377,1.281
26.6,5.028,3.589,2.376,1.282
26.7,5.029,3.589,2.375,1.283
26.8,5.029,3.589,2.374,1.284
26.9,5.03,3.59,2.373,1.284
27.0,5.03,3.59,2.372,1.284
27.1,5.031,3.59,2.372,1.282
27.2,5.031,3.59,2.372,1.28
27.3,5.032,3.59,2.372,1.277
27.4,5.032,3.591,2.374,1.275
27.5,5.032,3.591,2.376,1.273
27.6,5.032,3.591,2.379,1.274
27.7,5.032,3.591,2.383,1.276
27.8,5.033,3.591,2.386,1.279
27.9,5.033,3.591,2.388,1.281
28.0,5.033,3.591,2.389,1.283
28.1,5.033,3.591,2.39,1.284
28.2,5.033,3.591,2.39,1.285
28.3,5.033,3.591,2.39,1.286
28.4,5.034,3.59,2.39,1.286
28.5,5.035,3.589,2.389,1.286
28.6,5.037,3.589,2.388,1.286
28.7,5.039,3.59,2.388,1.286
28.8,5.042,3.592,2.387,1.286
28.9,5.046,3.596,2.387,1.286
29.0,5.049,3.599,2.387,1.286
29.1,5.051,3.601,2.386,1.286
29.2,5.052,3.603,2.386,1.285
29.3,5.053,3.604,2.386,1.284
29.4,5.053,3.605,2.385,1.284
29.5,5.053,3.605,2.385,1.283
29.6,5.053,3.605,2.385,1.282
29.7,5.053,3.605,2.385,1.282
29.8,5.053,3.605,2.385,1.283
29.9,5.054,3.605,2.385,1.284
30.0,5.055,3.605,2.385,1.285
30.1,5.055,3.604,2.384,1.285
30.2,5.056,3.604,2.384,1.286
30.3,5.056,3.602,2.383,1.285
30.4,5.057,3.601,2.382,1.285
30.5,5.057,3.598,2.382,1.284
30.6,5.057,3.595,2.382,1.283
30.7,5.057,3.592,2.382,1.281
30.8,5.057,3.588,2.384,1.28
30.9,5.054,3.583,2.386,1.279
31.0,5.04,3.581,2.392,1.279
31.1,5.018,3.579,2.399,1.279
31.2,4.989,3.579,2.405,1.279
31.3,4.953,3.579,2.41,1.279
31.4,4.91,3.58,2.415,1.278
31.5,4.863,3.582,2.418,1.278
31.6,4.811,3.583,2.42,1.278
31.7,4.755,3.585,2.42,1.278
31.8,4.695,3.587,2.42,1.278
31.9,4.632,3.585,2.414,1.278
32.0,4.567,3.578,2.403,1.279
32.1,4.499,3.567,2.386,1.281
32.2,4.43,3.552,2.364,1.282
32.3,4.357,3.532,2.337,1.281
32.4,4.282,3.506,2.307,1.277
32.5,4.204,3.476,2.272,1.269
32.6,4.124,3.441,2.233,1.258
32.7,4.041,3.401,2.191,1.244
32.8,3.957,3.357,2.146,1.226
32.9,3.87,3.31,2.099,1.205
33.0,3.783,3.259,2.049,1.183
33.1,3.783,3.211,2.006,1.163
33.2,3.782,3.167,1.971,1.144
33.3,3.778,3.127,1.94,1.126
33.4,3.771,3.088,1.911,1.108
33.5,3.76,3.052,1.886,1.09
33.6,3.746,3.019,1.863,1.072
33.7,3.727,2.988,1.843,1.056
33.8,3.705,2.959,1.825,1.04
33.9,3.679,2.933,1.809,1.025
34.0,3.65,2.91,1.795,1.011
34.1,3.618,2.89,1.783,0.998
34.2,3.584,2.874,1.774,0.987
34.3,3.547,2.861,1.768,0.977
34.4,3.509,2.854,1.766,0.968
34.5,3.465,2.847,1.766,0.961
34.6,3.416,2.843,1.77,0.955
34.7,3.361,2.841,1.776,0.95
34.8,3.301,2.852,1.795,0.948
34.9,3.236,2.862,1.813,0.947
35.0,3.165,2.872,1.831,0.948
35.1,3.09,2.881,1.847,0.95
35.2,3.01,2.889,1.862,0.952
35.3,2.926,2.896,1.876,0.956
35.4,2.837,2.9,1.886,0.96
35.5,2.745,2.901,1.892,0.965
35.6,2.65,2.897,1.894,0.969
35.7,2.556,2.889,1.892,0.974
35.8,2.464,2.876,1.883,0.978
35.9,2.374,2.859,1.869,0.98
36.0,2.285,2.836,1.85,0.981
36.1,2.2,2.807,1.826,0.979
36.2,2.119,2.773,1.797,0.973
36.3,2.044,2.733,1.766,0.963
36.4,1.975,2.688,1.733,0.95
36.5,1.915,2.639,1.7,0.935
36.6,1.865,2.585,1.668,0.917
36.7,1.825,2.528,1.638,0.898
36.8,1.797,2.467,1.611,0.879
36.9,1.782,2.403,1.588,0.862
37.0,1.78,2.336,1.566,0.845
37.1,1.791,2.267,1.544,0.828
37.2,1.82,2.197,1.524,0.813
37.3,1.866,2.127,1.503,0.798
37.4,1.928,2.059,1.483,0.785
37.5,2.003,1.994,1.462,0.773
37.6,2.089,1.935,1.446,0.761
37.7,2.186,1.886,1.433,0.752
37.8,2.291,1.845,1.424,0.743
37.9,2.396,1.809,1.419,0.736
38.0,2.499,1.776,1.417,0.73
38.1,2.602,1.747,1.42,0.726
38.2,2.704,1.722,1.425,0.724
38.3,2.803,1.7,1.435,0.722
38.4,2.901,1.682,1.447,0.723
38.5,2.997,1.666,1.462,0.725
38.6,3.09,1.653,1.478,0.728
38.7,3.181,1.643,1.497,0.734
38.8,3.27,1.635,1.518,0.742
38.9,3.358,1.63,1.541,0.751
39.0,3.443,1.628,1.564,0.762
39.1,3.528,1.629,1.588,0.774
39.2,3.61,1.633,1.612,0.786
39.3,3.692,1.641,1.637,0.799
39.4,3.773,1.653,1.661,0.813
39.5,3.853,1.668,1.686,0.827
39.6,3.932,1.686,1.711,0.841
39.7,4.01,1.712,1.739,0.855
39.8,4.088,1.745,1.769,0.869
39.9,4.165,1.783,1.801,0.883
40.0,4.241,1.826,1.834,0.897
40.1,4.317,1.874,1.867,0.912
40.2,4.393,1.926,1.901,0.927
40.3,4.468,1.981,1.934,0.942
40.4,4.542,2.038,1.966,0.957
40.5,4.616,2.098,1.997,0.972
40.6,4.689,2.159,2.026,0.987
40.7,4.762,2.222,2.053,1.001
40.8,4.834,2.285,2.077,1.016
40.9,4.905,2.349,2.098,1.03
41.0,4.975,2.413,2.117,1.044
41.1,5.044,2.477,2.133,1.057
41.2,5.112,2.54,2.147,1.068
41.3,5.179,2.603,2.16,1.079
41.4,5.242,2.662,2.171,1.088
41.5,5.301,2.718,2.181,1.097
41.6,5.357,2.77,2.19,1.104
41.7,5.408,2.82,2.198,1.111
41.8,5.457,2.866,2.205,1.117
41.9,5.502,2.91,2.212,1.123
42.0,5.544,2.951,2.218,1.129
42.1,5.583,2.989,2.224,1.134
42.2,5.62,3.024,2.229,1.139
42.3,5.653,3.057,2.234,1.144
42.4,5.684,3.087,2.238,1.148
42.5,5.713,3.114,2.241,1.152
42.6,5.739,3.14,2.245,1.155
42.7,5.764,3.164,2.248,1.158
42.8,5.787,3.185,2.251,1.161
42.9,5.808,3.205,2.254,1.163
43.0,5.828,3.224,2.257,1.166
43.1,5.847,3.241,2.26,1.168
43.2,5.864,3.256,2.263,1.171
43.3,5.879,3.271,2.266,1.173
43.4,5.894,3.284,2.268,1.175
43.5,5.908,3.296,2.271,1.177
43.6,5.92,3.309,2.273,1.179
43.7,5.932,3.321,2.275,1.18
43.8,5.944,3.333,2.277,1.182
43.9,5.954,3.345,2.279,1.183
44.0,5.964,3.356,2.279,1.184
44.1,5.967,3.366,2.28,1.185
44.2,5.96,3.376,2.279,1.185
44.3,5.944,3.384,2.278,1.185
44.4,5.92,3.391,2.275,1.185
44.5,5.888,3.395,2.272,1.185
44.6,5.85,3.398,2.268,1.185
44.7,5.806,3.399,2.264,1.185
44.8,5.756,3.399,2.261,1.185
44.9,5.701,3.401,2.259,1.185
45.0,5.642,3.402,2.259,1.185
45.1,5.579,3.404,2.26,1.185
45.2,5.513,3.406,2.262,1.185
45.3,5.443,3.408,2.264,1.185
45.4,5.371,3.41,2.268,1.185
45.5,5.296,3.413,2.272,1.186
45.6,5.219,3.416,2.277,1.187
45.7,5.14,3.419,2.282,1.189
45.8,5.06,3.422,2.288,1.191
45.9,4.978,3.425,2.292,1.195
46.0,4.895,3.428,2.296,1.198
46.1,4.81,3.431,2.298,1.201
46.2,4.725,3.434,2.3,1.204
46.3,4.729,3.437,2.301,1.206
46.4,4.734,3.44,2.301,1.207
46.5,4.738,3.444,2.301,1.207
46.6,4.742,3.448,2.301,1.207
46.7,4.746,3.452,2.301,1.206
46.8,4.75,3.457,2.3,1.204
46.9,4.753,3.462,2.3,1.202
47.0,4.755,3.467,2.3,1.202
47.1,4.755,3.472,2.3,1.202
47.2,4.753,3.477,2.3,1.203
47.3,4.751,3.481,2.3,1.203
47.4,4.747,3.484,2.3,1.203
47.5,4.742,3.486,2.3,1.203
47.6,4.737,3.488,2.3,1.203
47.7,4.732,3.489,2.3,1.203
47.8,4.727,3.49,2.3,1.202
47.9,4.722,3.49,2.299,1.201
48.0,4.718,3.489,2.298,1.2
48.1,4.714,3.489,2.297,1.201
48.2,4.713,3.488,2.295,1.201
48.3,4.711,3.485,2.29,1.201
48.4,4.709,3.48,2.284,1.201
48.5,4.706,3.475,2.278,1.201
48.6,4.704,3.47,2.273,1.2
48.7,4.701,3.465,2.269,1.199
48.8,4.699,3.461,2.265,1.197
48.9,4.697,3.457,2.264,1.196
49.0,4.694,3.453,2.263,1.196
49.1,4.692,3.449,2.265,1.196
49.2,4.69,3.446,2.268,1.196
49.3,4.687,3.443,2.272,1.197
49.4,4.686,3.44,2.275,1.198
49.5,4.685,3.437,2.279,1.198
49.6,4.685,3.433,2.282,1.199
49.7,4.687,3.429,2.284,1.2
49.8,4.689,3.424,2.286,1.2
49.9,4.693,3.42,2.287,1.201
50.0,4.698,3.415,2.288,1.201
50.1,4.705,3.411,2.288,1.201
50.2,4.714,3.407,2.287,1.202
50.3,4.725,3.408,2.289,1.202
50.4,4.739,3.413,2.291,1.202
50.5,4.752,3.419,2.294,1.203
50.6,4.764,3.426,2.297,1.203
50.7,4.776,3.434,2.301,1.203
50.8,4.787,3.441,2.304,1.203
50.9,4.797,3.448,2.307,1.203
51.0,4.807,3.455,2.31,1.204
51.1,4.817,3.461,2.313,1.204
51.2,4.825,3.467,2.316,1.204
51.3,4.834,3.472,2.319,1.204
51.4,4.841,3.477,2.321,1.205
51.5,4.848,3.481,2.324,1.205
51.6,4.855,3.486,2.326,1.205
51.7,4.861,3.489,2.328,1.205
51.8,4.867,3.493,2.33,1.205
51.9,4.872,3.496,2.332,1.205
52.0,4.877,3.499,2.334,1.205
52.1,4.881,3.502,2.336,1.205
52.2,4.886,3.506,2.339,1.205
52.3,4.889,3.509,2.342,1.204
52.4,4.893,3.513,2.345,1.203
52.5,4.896,3.516,2.348,1.202
52.6,4.899,3.519,2.351,1.2
52.7,4.902,3.522,2.353,1.199
52.8,4.905,3.524,2.356,1.197
52.9,4.907,3.526,2.358,1.196
53.0,4.909,3.527,2.36,1.195
53.1,4.911,3.528,2.362,1.194
53.2,4.913,3.53,2.365,1.195
53.3,4.914,3.532,2.368,1.196
53.4,4.916,3.534,2.369,1.198
53.5,4.918,3.536,2.371,1.201
53.6,4.921,3.538,2.371,1.202
53.7,4.923,3.541,2.371,1.204
53.8,4.925,3.544,2.372,1.204
53.9,4.928,3.547,2.372,1.204
54.0,4.93,3.55,2.371,1.204
54.1,4.933,3.554,2.371,1.203
54.2,4.936,3.557,2.37,1.202
54.3,4.939,3.56,2.37,1.201
54.4,4.942,3.563,2.371,1.201
54.5,4.945,3.565,2.372,1.201
54.6,4.946,3.566,2.373,1.201
54.7,4.947,3.566,2.374,1.201
54.8,4.947,3.566,2.375,1.201
54.9,4.946,3.565,2.375,1.202
55.0,4.946,3.564,2.376,1.202
55.1,4.946,3.563,2.376,1.202
55.2,4.946,3.563,2.376,1.202
55.3,4.946,3.563,2.376,1.203
55.4,4.947,3.563,2.376,1.203
55.5,4.95,3.565,2.376,1.203
55.6,4.953,3.569,2.376,1.204
55.7,4.956,3.572,2.376,1.204
55.8,4.959,3.574,2.376,1.205
55.9,4.961,3.576,2.376,1.205
56.0,4.962,3.577,2.377,1.205
56.1,4.963,3.578,2.379,1.204
56.2,4.964,3.579,2.38,1.204
56.3,4.965,3.579,2.382,1.202
56.4,4.965,3.579,2.384,1.201
56.5,4.965,3.578,2.387,1.2
56.6,4.965,3.577,2.389,1.2
56.7,4.965,3.576,2.392,1.2
56.8,4.965,3.576,2.395,1.2
56.9,4.965,3.576,2.397,1.2
57.0,4.965,3.576,2.399,1.201
57.1,4.966,3.576,2.4,1.202
57.2,4.967,3.577,2.402,1.204
57.3,4.968,3.578,2.403,1.204
57.4,4.969,3.579,2.403,1.205
57.5,4.971,3.58,2.404,1.205
57.6,4.973,3.582,2.404,1.205
57.7,4.976,3.585,2.404,1.204
57.8,4.979,3.588,2.404,1.204
57.9,4.983,3.593,2.404,1.204
58.0,4.987,3.597,2.404,1.204
58.1,4.989,3.6,2.404,1.205
58.2,4.991,3.602,2.404,1.205
58.3,4.992,3.604,2.404,1.205
58.4,4.993,3.605,2.404,1.205
58.5,4.993,3.606,2.403,1.205
58.6,4.994,3.606,2.403,1.204
58.7,4.994,3.606,2.402,1.203
58.8,4.993,3.605,2.402,1.202
58.9,4.993,3.604,2.401,1.201
59.0,4.993,3.603,2.401,1.201
59.1,4.993,3.603,2.401,1.201
59.2,4.993,3.603,2.401,1.202
59.3,4.994,3.603,2.402,1.203
59.4,4.994,3.603,2.402,1.204
59.5,4.994,3.603,2.402,1.205
59.6,4.994,3.603,2.402,1.205
59.7,4.994,3.603,2.401,1.204
59.8,4.994,3.603,2.401,1.204
59.9,4.994,3.602,2.4,1.203
60.0,4.994,3.601,2.4,1.202
60.1,4.994,3.599,2.399,1.202
60.2,4.994,3.597,2.4,1.202
60.3,4.994,3.597,2.401,1.203
60.4,4.994,3.596,2.402,1.203
60.5,4.994,3.595,2.403,1.203
60.6,4.994,3.594,2.405,1.203
60.7,4.994,3.594,2.405,1.204
60.8,4.994,3.594,2.406,1.204
60.9,4.994,3.594,2.407,1.203
61.0,4.995,3.594,2.407,1.203
61.1,4.996,3.595,2.407,1.203
61.2,4.997,3.597,2.407,1.203
61.3,4.999,3.599,2.407,1.203
61.4,5.002,3.601,2.407,1.203
61.5,5.004,3.604,2.406,1.203
61.6,5.006,3.606,2.406,1.204
61.7,5.007,3.607,2.406,1.204
61.8,5.008,3.608,2.406,1.205
61.9,5.009,3.609,2.407,1.204
62.0,5.01,3.61,2.408,1.204
62.1,5.01,3.61,2.409,1.203
62.2,5.01,3.61,2.41,1.202
62.3,5.01,3.61,2.411,1.2
62.4,5.01,3.61,2.413,1.199
62.5,5.01,3.61,2.415,1.199
62.6,5.01,3.61,2.418,1.199
62.7,5.01,3.61,2.421,1.2
62.8,5.01,3.61,2.423,1.201
62.9,5.011,3.61,2.425,1.202
63.0,5.011,3.61,2.426,1.203
63.1,5.011,3.61,2.427,1.204
63.2,5.008,3.609,2.428,1.205
63.3,4.996,3.61,2.428,1.205
63.4,4.975,3.611,2.428,1.205
63.5,4.947,3.612,2.428,1.205
63.6,4.913,3.615,2.428,1.204
63.7,4.873,3.618,2.427,1.204
63.8,4.828,3.621,2.426,1.204
63.9,4.777,3.624,2.426,1.204
64.0,4.72,3.625,2.426,1.204
64.1,4.659,3.621,2.42,1.204
64.2,4.594,3.611,2.409,1.204
64.3,4.525,3.596,2.393,1.204
64.4,4.452,3.576,2.373,1.204
64.5,4.377,3.551,2.348,1.204
64.6,4.299,3.522,2.319,1.204
64.7,4.219,3.488,2.285,1.204
64.8,4.136,3.451,2.248,1.2
64.9,4.053,3.41,2.207,1.195
65.0,3.967,3.365,2.162,1.186
65.1,3.881,3.318,2.115,1.176
65.2,3.794,3.267,2.066,1.164
65.3,3.704,3.213,2.015,1.15
65.4,3.705,3.163,1.97,1.135
65.5,3.705,3.117,1.931,1.119
65.6,3.705,3.076,1.897,1.103
65.7,3.702,3.038,1.868,1.087
65.8,3.698,3.004,1.845,1.071
65.9,3.691,2.974,1.826,1.055
66.0,3.681,2.946,1.811,1.041
66.1,3.667,2.921,1.801,1.028
66.2,3.65,2.899,1.794,1.016
66.3,3.629,2.879,1.791,1.006
66.4,3.604,2.862,1.791,0.998
66.5,3.576,2.846,1.793,0.991
66.6,3.544,2.832,1.796,0.985
66.7,3.509,2.82,1.8,0.98
66.8,3.47,2.81,1.805,0.975
66.9,3.429,2.802,1.811,0.972
67.0,3.385,2.797,1.819,0.97
67.1,3.339,2.793,1.827,0.969
67.2,3.291,2.791,1.836,0.968
67.3,3.244,2.793,1.847,0.969
67.4,3.197,2.8,1.86,0.971
67.5,3.152,2.809,1.875,0.973
67.6,3.111,2.822,1.891,0.977
67.7,3.07,2.834,1.906,0.981
67.8,3.031,2.843,1.919,0.986
67.9,2.994,2.851,1.931,0.991
68.0,2.96,2.857,1.941,0.996
68.1,2.93,2.862,1.949,1.0
68.2,2.903,2.865,1.956,1.004
68.3,2.881,2.867,1.961,1.008
68.4,2.864,2.868,1.965,1.011
68.5,2.853,2.867,1.969,1.015
68.6,2.847,2.865,1.971,1.018
68.7,2.847,2.861,1.972,1.021
68.8,2.854,2.854,1.972,1.024
68.9,2.866,2.845,1.97,1.027
69.0,2.884,2.831,1.964,1.03
69.1,2.909,2.813,1.957,1.033
69.2,2.938,2.792,1.947,1.035
69.3,2.974,2.767,1.933,1.035
69.4,3.015,2.74,1.917,1.035
69.5,3.061,2.711,1.9,1.034
69.6,3.113,2.68,1.882,1.032
69.7,3.17,2.649,1.863,1.03
69.8,3.231,2.618,1.845,1.027
