t,d_r0_r1,d_r1_r2,d_r2_r3,d_r3_r4
171.7,4.845,2.995,2.064,1.048
171.8,4.895,3.034,2.075,1.054
171.9,4.939,3.07,2.086,1.06
172.0,4.978,3.101,2.096,1.065
172.1,5.011,3.128,2.106,1.071
172.2,5.04,3.153,2.117,1.077
172.3,5.064,3.175,2.127,1.082
172.4,5.085,3.194,2.137,1.088
172.5,5.103,3.21,2.147,1.093
172.6,5.119,3.224,2.156,1.099
172.7,5.132,3.237,2.164,1.104
172.8,5.144,3.248,2.173,1.109
172.9,5.155,3.259,2.181,1.114
173.0,5.166,3.27,2.189,1.119
173.1,5.177,3.28,2.196,1.124
173.2,5.187,3.29,2.203,1.128
173.3,5.197,3.3,2.209,1.133
173.4,5.207,3.31,2.215,1.137
173.5,5.216,3.319,2.221,1.14
173.6,5.225,3.329,2.226,1.144
173.7,5.233,3.337,2.231,1.148
173.8,5.241,3.346,2.236,1.151
173.9,5.249,3.354,2.24,1.154
174.0,5.256,3.362,2.244,1.157
174.1,5.263,3.37,2.248,1.159
174.2,5.27,3.377,2.251,1.162
174.3,5.276,3.383,2.255,1.164
174.4,5.282,3.39,2.258,1.167
174.5,5.288,3.396,2.261,1.169
174.6,5.293,3.402,2.264,1.172
174.7,5.298,3.407,2.267,1.174
174.8,5.303,3.412,2.27,1.176
174.9,5.308,3.417,2.272,1.178
175.0,5.312,3.421,2.274,1.18
175.1,5.316,3.426,2.276,1.181
175.2,5.32,3.43,2.277,1.182
175.3,5.324,3.433,2.279,1.183
175.4,5.328,3.437,2.28,1.184
175.5,5.332,3.441,2.281,1.185
175.6,5.335,3.444,2.282,1.186
175.7,5.338,3.447,2.284,1.187
175.8,5.341,3.45,2.285,1.188
175.9,5.344,3.453,2.286,1.189
176.0,5.347,3.456,2.287,1.19
176.1,5.35,3.458,2.288,1.191
176.2,5.353,3.46,2.289,1.192
176.3,5.355,3.463,2.29,1.192
176.4,5.358,3.465,2.29,1.193
176.5,5.36,3.466,2.29,1.193
176.6,5.363,3.468,2.29,1.193
176.7,5.365,3.47,2.291,1.194
176.8,5.367,3.471,2.291,1.194
176.9,5.37,3.473,2.291,1.194
177.0,5.372,3.474,2.292,1.194
177.1,5.373,3.475,2.292,1.195
177.2,5.374,3.477,2.292,1.195
177.3,5.376,3.478,2.293,1.196
177.4,5.377,3.479,2.293,1.196
177.5,5.379,3.481,2.294,1.196
177.6,5.38,3.482,2.294,1.197
177.7,5.382,3.483,2.294,1.197
177.8,5.383,3.484,2.295,1.197
177.9,5.384,3.484,2.295,1.197
178.0,5.386,3.485,2.294,1.197
178.1,5.387,3.485,2.294,1.197
178.2,5.389,3.485,2.294,1.197
178.3,5.391,3.486,2.294,1.197
178.4,5.392,3.487,2.294,1.197
178.5,5.394,3.487,2.295,1.198
178.6,5.395,3.488,2.295,1.198
178.7,5.396,3.489,2.295,1.198
178.8,5.397,3.489,2.296,1.198
178.9,5.398,3.49,2.296,1.198
179.0,5.399,3.49,2.296,1.198
179.1,5.401,3.491,2.296,1.198
179.2,5.402,3.491,2.296,1.198
179.3,5.403,3.492,2.296,1.198
179.4,5.405,3.492,2.296,1.199
179.5,5.406,3.492,2.296,1.199
179.6,5.408,3.491,2.296,1.199
179.7,5.409,3.491,2.295,1.199
179.8,5.411,3.489,2.294,1.199
179.9,5.411,3.487,2.293,1.199
180.0,5.412,3.484,2.291,1.199
180.1,5.413,3.481,2.289,1.199
180.2,5.414,3.477,2.286,1.199
180.3,5.415,3.472,2.283,1.199
180.4,5.416,3.468,2.281,1.199
180.5,5.417,3.465,2.28,1.199
180.6,5.418,3.463,2.28,1.199
180.7,5.419,3.462,2.281,1.198
180.8,5.421,3.461,2.283,1.197
180.9,5.422,3.462,2.286,1.195
181.0,5.423,3.463,2.29,1.194
181.1,5.424,3.464,2.294,1.193
181.2,5.426,3.466,2.299,1.191
181.3,5.427,3.468,2.304,1.191
181.4,5.428,3.469,2.31,1.191
181.5,5.428,3.471,2.315,1.192
181.6,5.43,3.474,2.319,1.194
181.7,5.431,3.476,2.322,1.197
181.8,5.432,3.478,2.322,1.2
181.9,5.433,3.481,2.322,1.202
182.0,5.435,3.483,2.32,1.204
182.1,5.436,3.485,2.318,1.206
182.2,5.438,3.487,2.315,1.206
182.3,5.44,3.49,2.313,1.206
182.4,5.442,3.492,2.311,1.205
182.5,5.444,3.494,2.309,1.204
182.6,5.446,3.495,2.309,1.204
182.7,5.449,3.497,2.311,1.203
182.8,5.45,3.498,2.314,1.203
182.9,5.451,3.499,2.317,1.203
183.0,5.451,3.5,2.321,1.203
183.1,5.451,3.499,2.324,1.203
183.2,5.451,3.498,2.327,1.203
183.3,5.451,3.497,2.329,1.203
183.4,5.451,3.495,2.332,1.203
183.5,5.452,3.495,2.334,1.204
183.6,5.455,3.494,2.336,1.204
183.7,5.458,3.495,2.338,1.204
183.8,5.463,3.498,2.339,1.204
183.9,5.47,3.502,2.34,1.205
184.0,5.477,3.506,2.341,1.205
184.1,5.483,3.51,2.341,1.206
184.2,5.488,3.514,2.342,1.206
184.3,5.493,3.519,2.343,1.206
184.4,5.497,3.523,2.343,1.206
184.5,5.501,3.527,2.344,1.206
184.6,5.504,3.531,2.344,1.206
184.7,5.507,3.534,2.344,1.206
184.8,5.51,3.536,2.344,1.206
184.9,5.512,3.539,2.344,1.206
185.0,5.513,3.541,2.344,1.206
185.1,5.514,3.542,2.344,1.205
185.2,5.515,3.543,2.344,1.205
185.3,5.516,3.544,2.344,1.205
185.4,5.516,3.545,2.345,1.205
185.5,5.517,3.545,2.346,1.206
185.6,5.517,3.546,2.347,1.206
185.7,5.517,3.546,2.347,1.206
185.8,5.517,3.546,2.347,1.206
185.9,5.517,3.547,2.347,1.206
186.0,5.517,3.547,2.347,1.206
186.1,5.517,3.547,2.347,1.206
186.2,5.517,3.547,2.347,1.206
186.3,5.517,3.547,2.347,1.206
186.4,5.517,3.547,2.347,1.206
186.5,5.517,3.547,2.347,1.206
186.6,5.517,3.548,2.347,1.206
186.7,5.518,3.549,2.347,1.206
186.8,5.518,3.549,2.347,1.206
186.9,5.518,3.55,2.348,1.206
187.0,5.518,3.55,2.348,1.206
187.1,5.518,3.55,2.348,1.206
187.2,5.518,3.55,2.348,1.206
187.3,5.518,3.549,2.347,1.206
187.4,5.519,3.549,2.347,1.206
187.5,5.519,3.549,2.347,1.206
187.6,5.52,3.549,2.347,1.206
187.7,5.521,3.549,2.347,1.206
187.8,5.521,3.549,2.347,1.206
187.9,5.521,3.55,2.347,1.206
188.0,5.521,3.55,2.347,1.206
188.1,5.521,3.55,2.347,1.206
188.2,5.521,3.55,2.348,1.206
188.3,5.521,3.551,2.348,1.206
188.4,5.521,3.551,2.348,1.206
188.5,5.522,3.551,2.348,1.206
188.6,5.522,3.55,2.348,1.206
188.7,5.523,3.55,2.348,1.206
188.8,5.524,3.549,2.347,1.206
188.9,5.525,3.548,2.345,1.206
189.0,5.527,3.546,2.343,1.206
189.1,5.528,3.544,2.341,1.206
189.2,5.528,3.541,2.338,1.206
189.3,5.528,3.536,2.335,1.206
189.4,5.528,3.531,2.33,1.206
189.5,5.528,3.525,2.324,1.206
189.6,5.529,3.517,2.318,1.206
189.7,5.529,3.511,2.313,1.206
189.8,5.529,3.506,2.308,1.206
189.9,5.53,3.501,2.305,1.206
190.0,5.531,3.498,2.304,1.205
190.1,5.532,3.496,2.303,1.204
190.2,5.533,3.495,2.303,1.202
190.3,5.527,3.495,2.304,1.201
190.4,5.512,3.496,2.306,1.199
190.5,5.488,3.496,2.31,1.197
190.6,5.456,3.497,2.314,1.197
190.7,5.417,3.497,2.319,1.197
190.8,5.372,3.497,2.323,1.198
190.9,5.321,3.498,2.326,1.2
191.0,5.266,3.498,2.328,1.202
191.1,5.206,3.499,2.329,1.203
191.2,5.142,3.501,2.329,1.205
191.3,5.075,3.502,2.329,1.206
191.4,5.005,3.504,2.328,1.206
191.5,4.933,3.506,2.326,1.207
191.6,4.858,3.508,2.325,1.207
191.7,4.782,3.51,2.323,1.206
191.8,4.703,3.513,2.322,1.206
191.9,4.623,3.516,2.322,1.206
192.0,4.541,3.512,2.318,1.207
192.1,4.456,3.501,2.307,1.208
192.2,4.37,3.482,2.29,1.207
192.3,4.282,3.457,2.267,1.205
192.4,4.192,3.426,2.239,1.201
192.5,4.192,3.396,2.213,1.195
192.6,4.19,3.368,2.189,1.187
192.7,4.187,3.342,2.168,1.18
192.8,4.181,3.318,2.149,1.171
192.9,4.172,3.297,2.133,1.163
193.0,4.161,3.28,2.119,1.155
193.1,4.148,3.265,2.106,1.147
193.2,4.132,3.253,2.095,1.139
193.3,4.111,3.241,2.084,1.131
193.4,4.086,3.23,2.075,1.124
193.5,4.056,3.22,2.066,1.117
193.6,4.02,3.21,2.059,1.11
193.7,3.98,3.202,2.053,1.104
193.8,3.934,3.195,2.049,1.099
193.9,3.883,3.19,2.047,1.094
194.0,3.827,3.187,2.047,1.09
194.1,3.766,3.192,2.056,1.087
194.2,3.7,3.198,2.065,1.086
194.3,3.629,3.203,2.074,1.086
194.4,3.554,3.207,2.081,1.086
194.5,3.475,3.208,2.086,1.087
194.6,3.394,3.207,2.089,1.088
194.7,3.312,3.202,2.089,1.09
194.8,3.229,3.193,2.086,1.091
194.9,3.146,3.18,2.08,1.092
195.0,3.065,3.163,2.07,1.094
195.1,2.987,3.141,2.057,1.095
195.2,2.912,3.115,2.041,1.095
195.3,2.841,3.084,2.024,1.094
195.4,2.775,3.049,2.004,1.09
195.5,2.715,3.011,1.984,1.086
195.6,2.662,2.968,1.963,1.079
195.7,2.616,2.922,1.943,1.072
195.8,2.584,2.874,1.924,1.064
195.9,2.565,2.826,1.907,1.057
196.0,2.556,2.776,1.893,1.05
196.1,2.558,2.723,1.881,1.046
196.2,2.57,2.669,1.872,1.044
196.3,2.593,2.618,1.87,1.045
196.4,2.627,2.569,1.869,1.045
196.5,2.67,2.525,1.868,1.046
196.6,2.724,2.485,1.868,1.045
196.7,2.787,2.45,1.868,1.044
196.8,2.859,2.421,1.869,1.044
196.9,2.939,2.399,1.871,1.042
197.0,3.026,2.384,1.874,1.041
197.1,3.12,2.375,1.878,1.04
197.2,3.22,2.374,1.883,1.039
197.3,3.326,2.384,1.892,1.039
197.4,3.436,2.405,1.905,1.04
197.5,3.552,2.437,1.92,1.042
197.6,3.665,2.471,1.938,1.045
197.7,3.775,2.508,1.958,1.049
197.8,3.881,2.546,1.979,1.054
197.9,3.985,2.585,2.001,1.06
198.0,4.085,2.626,2.024,1.066
198.1,4.181,2.667,2.046,1.072
198.2,4.275,2.709,2.067,1.079
198.3,4.365,2.75,2.087,1.085
198.4,4.453,2.79,2.104,1.091
198.5,4.537,2.828,2.12,1.099
198.6,4.619,2.866,2.135,1.106
198.7,4.697,2.904,2.148,1.114
198.8,4.772,2.94,2.159,1.121
198.9,4.844,2.975,2.169,1.127
199.0,4.913,3.009,2.178,1.133
199.1,4.978,3.042,2.186,1.139
199.2,5.04,3.073,2.192,1.143
199.3,5.098,3.102,2.197,1.147
199.4,5.152,3.129,2.2,1.15
199.5,5.201,3.157,2.204,1.152
199.6,5.246,3.184,2.209,1.155
199.7,5.287,3.211,2.215,1.157
199.8,5.325,3.235,2.221,1.159
199.9,5.359,3.256,2.227,1.161
200.0,5.39,3.276,2.233,1.163
