t,goalDist_0,goalDist_1,goalDist_2,goalDist_3,goalDist_4
196.9,0.608,3.117,1.88,4.312,5.497
197.0,0.548,3.017,1.78,4.213,5.398
197.1,0.493,2.918,1.68,4.115,5.299
197.2,0.444,2.819,1.581,4.017,5.2
197.3,0.399,2.721,1.486,3.919,5.101
197.4,0.359,2.625,1.395,3.821,5.002
197.5,0.323,2.53,1.309,3.723,4.903
197.6,0.291,2.435,1.227,3.625,4.805
197.7,0.262,2.339,1.149,3.526,4.706
197.8,0.236,2.243,1.075,3.427,4.607
197.9,0.212,2.149,1.005,3.327,4.509
198.0,0.191,2.056,0.939,3.227,4.411
198.1,0.172,1.966,0.877,3.127,4.312
198.2,0.155,1.878,0.818,3.027,4.214
198.3,0.139,1.792,0.763,2.928,4.116
198.4,0.125,1.708,0.711,2.831,4.018
198.5,0.113,1.627,0.663,2.735,3.921
198.6,0.101,1.549,0.617,2.642,3.824
198.7,5.928,6.279,6.041,6.379,6.825
198.8,5.918,6.267,6.034,6.38,6.76
198.9,5.899,6.254,6.026,6.38,6.701
199.0,5.873,6.241,6.018,6.378,6.646
199.1,5.839,6.228,6.008,6.376,6.596
199.2,5.797,6.214,5.998,6.371,6.552
199.3,5.747,6.201,5.987,6.366,6.512
199.4,5.69,6.187,5.975,6.36,6.478
199.5,5.627,6.173,5.964,6.353,6.45
199.6,5.558,6.158,5.952,6.345,6.426
199.7,5.484,6.144,5.94,6.336,6.409
199.8,5.406,6.129,5.927,6.327,6.396
199.9,5.325,6.114,5.915,6.316,6.39
200.0,5.241,6.098,5.903,6.305,6.389
