-190.603172,-200.000000,-155.211142,-200.000000,-174.438006
-184.253388,-174.989809,-190.543122,-200.000000,-170.012254
-178.276874,-155.224796,-182.518223,-200.000000,-197.628125
-162.731208,-192.151757,-167.311603,-200.000000,-164.680574
-120.438497,-163.751283,-160.356787,-200.000000,-165.613112
-122.012993,-156.771585,-144.876221,-200.000000,-134.165158
-121.395928,-126.169470,-139.780474,-200.000000,-148.346886
-98.275440,-117.329780,-121.816018,-200.000000,-125.839302
-105.077339,-102.297421,-103.137110,-100.000000,-117.020557
-73.728000,-93.871568,-66.148000,-100.000000,-81.258560
-13.814400,-60.472000,-63.376000,-100.000000,-47.384000
-42.080000,-44.016000,0.000000,0.000000,0.000000
-100.000000,-43.048000,0.000000,0.000000,0.000000
-192.732588,-200.000000,-195.864012,-175.221487,-181.240956
-187.396495,-191.252449,-189.289402,-163.551118,-187.117846
-190.573832,-154.435284,-178.721969,-179.687501,-205.070495
-177.359505,-199.099376,-185.050788,-182.630481,-176.967356
-168.413992,-181.139255,-181.172804,-139.345892,-178.361663
-166.919776,-163.657682,-168.040500,-142.084063,-174.964167
-157.969506,-161.899013,-145.317002,-144.218662,-150.785754
-126.303195,-110.911136,-115.115784,-154.664000,-117.911040
-96.217773,-108.334080,-70.162880,-99.222641,-102.647520
-51.745600,-81.894538,-70.148800,-75.576000,-64.844000
-64.300000,-42.608000,-7.432000,-40.144000,-22.305600
-65.752000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-5.336000,0.000000,-44.568000
-203.478851,-200.000000,-211.017545,-208.576864,-202.211261
-198.017833,-218.846827,-188.597288,-188.924853,-195.161227
-193.472659,-204.572842,-187.834674,-188.045392,-210.937441
-182.290101,-186.108638,-212.544979,-173.090560,-191.899024
-164.731993,-175.927201,-166.697131,-176.063935,-179.443789
-154.716976,-166.961223,-150.199094,-166.421688,-164.443265
-138.650329,-146.764663,-145.879543,-130.484348,-158.279901
-122.474688,-122.632067,-149.073375,-124.117299,-140.621229
-72.053830,-98.473120,-86.179095,-95.071108,-103.265536
-53.139264,-56.856160,-61.630732,-78.681280,-85.686720
-66.544000,-7.132000,-47.257600,-41.640000,-63.260000
-40.144000,0.000000,0.000000,0.000000,0.000000
-100.000000,-100.000000,-43.224000,-5.240000,-43.512000
-207.585977,-300.000000,-240.826543,-215.321654,-220.001355
-201.163434,-210.767347,-225.439754,-206.643609,-214.393062
