-247.336648,-300.000000,-212.751593,-300.000000,-240.895104
-263.427872,-236.932861,-223.260022,-300.000000,-207.458595
-235.464227,-239.584810,-256.963335,-300.000000,-261.722764
-231.998139,-231.157221,-173.813019,-300.000000,-235.576116
-113.580094,-253.933863,-242.993924,-300.000000,-217.352855
-226.654089,-204.974330,-105.514837,-300.000000,-219.611480
-228.408091,-211.632273,-237.936418,-300.000000,-230.749121
-224.029411,-226.784920,-211.142756,-200.000000,-206.172049
-247.864790,-226.175122,-153.296811,-200.000000,-216.297374
-114.553787,-127.260952,-136.894927,-200.000000,-121.651592
-115.283190,-87.771264,-106.717811,-100.000000,-73.150765
-133.028069,-118.639196,-88.198078,-100.000000,-82.512226
-200.000000,-79.264292,-101.477152,-200.000000,-109.503997
-262.993023,-300.000000,-256.922833,-238.974841,-235.422464
-192.407378,-232.962124,-248.338454,-250.585426,-251.611262
-134.284587,-246.481094,-249.134954,-261.569969,-262.743909
-183.444142,-153.943197,-186.290110,-168.202251,-178.015927
-162.704223,-251.666647,-251.544055,-183.786215,-208.608531
-211.913029,-243.137804,-189.266951,-219.883040,-252.423845
-215.081654,-205.228937,-229.511910,-230.569088,-212.497215
-196.541053,-187.505421,-228.384855,-186.586230,-217.977510
-207.590240,-197.177091,-100.688116,-208.758250,-179.904345
-100.491456,-132.727166,-80.400988,-163.561698,-110.999520
-106.718400,-77.599313,-118.830720,-107.502360,-107.311520
-123.293050,-112.071827,-95.538522,-128.230833,-118.866720
-200.000000,-121.200693,-103.202456,-129.719616,-172.306707
-172.463744,-300.000000,-234.194043,-274.494311,-220.370940
-257.219576,-270.390751,-104.078898,-234.746786,-254.754254
-121.183560,-251.344090,-240.146775,-249.836108,-252.415849
-160.449653,-178.013191,-127.553369,-180.185296,-155.367759
-193.190772,-151.794087,-204.111764,-224.459309,-201.031767
-198.310003,-174.729971,-199.434156,-210.950183,-204.625441
-148.324258,-193.526098,-169.341857,-205.623174,-205.725789
-80.067977,-200.366138,-195.048416,-209.394823,-213.330343
-104.385110,-176.776472,-145.580695,-133.496263,-99.697082
-119.908882,-75.682521,-87.043812,-102.809873,-101.203333
-129.178184,-112.396661,-163.729777,-112.322160,-138.657453
-111.541728,-139.245670,-118.279469,-100.000000,-126.766566
-100.000000,-124.510391,-132.572131,-144.476602,-114.040800
-251.668819,-300.000000,-249.794144,-213.068315,-234.731675
-250.261084,-211.867948,-57.060905,-166.383489,-260.662126
-250.369413,-116.944455,-178.669976,-255.685617,-249.697564
-154.659201,-148.806933,-147.578279,-151.990510,-176.338380
-185.594430,-138.434119,-152.870253,-153.152241,-149.805387
-178.782862,-135.231961,-219.194382,-181.265563,-139.951807
-186.751789,-184.138832,-119.264082,-175.759172,-151.507881
-208.927003,-255.245266,-72.621886,-205.734712,-199.314797
-92.353025,-142.114601,-123.516791,-52.481432,-75.339448
-167.655007,-181.186983,-168.147578,-155.630003,-160.385350
-160.519989,-167.651664,-174.463327,-143.731523,-157.535566
-150.244642,-127.431520,-108.743038,-160.694144,-129.677677
-200.000000,-107.735784,-154.156338,-133.586296,-140.548624
-238.742471,-300.000000,-159.247433,-237.877159,-226.911656
12.165569,-188.562121,-174.216930,-181.337644,-219.318928
-24.230496,-163.238088,47.269000,-165.838626,-141.367949
-154.183911,26.572100,-160.476465,-165.503377,-158.652161
-124.251366,9.154890,-39.436573,-118.934150,-124.021476
-178.971764,5.139401,-21.524912,-123.666217,2.331337
-140.843317,-92.017138,-151.176695,-119.445662,-145.842670
-179.613755,-134.346819,-180.828564,-186.519110,-197.004624
-163.368927,-185.373817,-164.427816,-213.986747,-178.172798
-163.588872,-184.655746,-171.032006,-174.877843,-163.468441
-152.452442,-183.724464,-175.091518,-153.662397,-170.886088
-157.827589,-165.927720,-149.770910,-151.057554,-135.739514
-200.000000,-136.129342,-173.932674,-136.016292,-149.301747
-175.652528,-300.000000,-177.589506,-184.937998,-186.496018
-134.266849,-167.633979,-225.986003,-152.087452,-147.851383
-221.039881,-143.487552,71.610000,-11.374860,-144.407269
-132.153358,-53.540085,-153.770416,-152.945031,-153.072520
-159.723948,-128.443959,19.098019,-123.251201,-123.445897
-185.037352,-148.551087,-90.406049,-17.093852,-92.763301
-198.087590,-45.696117,-280.392428,-255.185067,-200.421358
-197.998447,-203.672410,-196.444003,-260.729088,-204.472877
-155.199532,-192.847285,-211.455551,-264.536416,-191.892958
-146.082591,-169.711308,-196.337470,-163.639414,-190.674099
-164.528945,-125.151522,-173.225509,-147.761042,-133.029806
-175.511420,-194.227109,-190.727322,-157.286701,-162.745260
-200.000000,-142.931744,-153.981599,-167.631619,-178.578080
-36.150432,-300.000000,-186.706429,-181.420886,-166.098609
-151.025115,-159.297508,39.672455,-187.386939,-159.653701
17.041673,35.307042,-137.739378,41.368714,100.000000
-57.448572,-72.502602,71.602936,-122.850626,-65.787330
-19.021014,46.894450,-107.161619,-83.044722,-118.529989
-143.783594,25.301266,-78.782376,-117.030875,-19.587792
-250.674740,-232.497871,-158.051094,-202.561508,-205.708878
-206.590185,-155.262907,-208.219987,-198.456147,-212.157253
-211.804724,-210.474011,-211.867392,-173.133244,-222.099450
-219.581694,-193.394212,-194.974903,-191.830488,-214.004926
-241.810400,-201.087066,-181.946189,-203.866044,-181.112603
-64.828000,-100.000000,-52.684000,-58.941971,-91.418298
-200.000000,-158.135680,-201.766873,-149.573575,-162.569542
-174.406369,-300.000000,-106.911054,-164.999468,-163.137285
-60.622123,-3.493112,25.971532,20.745408,99.964794
-110.416962,-185.881699,-5.109905,-82.735642,-189.026179
43.596402,-91.819127,26.448801,43.966792,99.999974
-88.153498,-150.728044,-141.670145,-170.063732,-172.636256
-181.066376,-173.270793,-176.888061,-29.413980,-168.155120
-189.770745,-153.408351,-224.790122,-274.192849,-185.790755
-182.395752,-196.265795,-219.410975,-195.260920,-227.138572
-221.522433,-248.496838,-198.312132,-187.521666,-230.062804
-271.636530,-238.648668,-199.052206,-202.366650,-195.970802
-178.574620,-190.685074,-181.872749,-222.040835,-182.539770
-189.568203,-154.999961,-192.238522,-200.000000,-169.566617
-200.000000,-204.790316,-183.656408,-188.011369,-183.094840
-20.838619,-300.000000,-300.000000,-232.744310,-187.840732
-49.795368,-127.250986,-200.000000,-26.888269,-169.804813
-19.422735,-93.115832,-200.000000,-93.513496,-29.613190
-156.096882,-112.844620,-200.000000,54.958920,-110.993079
-201.578832,-10.654519,-300.000000,-156.163644,-164.309866
-204.696817,-170.404678,-300.000000,-171.340066,-179.836912
-210.754465,-218.667946,-200.000000,-196.818183,-200.411327
-215.822003,-225.081375,-300.000000,-210.234267,-214.046304
-208.031791,-209.909291,-200.000000,-185.201651,-194.009199
-153.854337,-206.727149,-200.000000,-205.151642,-210.014784
-192.379718,-159.852391,-200.000000,-193.068205,-188.905252
-183.030532,-191.433543,-200.000000,-269.259251,-176.629760
